id,kind,document,where,statistic,printed,source,locator,transform,status,note
OA152,derived,appendix_v3.tex,VI.1,"persons coded under the carry-forward cascade, ages 22-69, 2024",99.9,3_register_mona/exports/2026-09-18_1716_s49/match_rate_definitions.csv,m0=csv:year==2024 and age_group=='22-25'|m2_cascade;n0=csv:year==2024 and age_group=='22-25'|n_employed;m1=csv:year==2024 and age_group=='26-30'|m2_cascade;n1=csv:year==2024 and age_group=='26-30'|n_employed;m2=csv:year==2024 and age_group=='31-34'|m2_cascade;n2=csv:year==2024 and age_group=='31-34'|n_employed;m3=csv:year==2024 and age_group=='35-40'|m2_cascade;n3=csv:year==2024 and age_group=='35-40'|n_employed;m4=csv:year==2024 and age_group=='41-49'|m2_cascade;n4=csv:year==2024 and age_group=='41-49'|n_employed;m5=csv:year==2024 and age_group=='50+'|m2_cascade;n5=csv:year==2024 and age_group=='50+'|n_employed,100*(m0*n0+m1*n1+m2*n2+m3*n3+m4*n4+m5*n5)/(n0+n1+n2+n3+n4+n5),,
OA153,derived,appendix_v3.tex,VI.1,"persons coded under the carry-forward cascade, ages 22-69, 2025",99.9,3_register_mona/exports/2026-09-18_1716_s49/match_rate_definitions.csv,m0=csv:year==2025 and age_group=='22-25'|m2_cascade;n0=csv:year==2025 and age_group=='22-25'|n_employed;m1=csv:year==2025 and age_group=='26-30'|m2_cascade;n1=csv:year==2025 and age_group=='26-30'|n_employed;m2=csv:year==2025 and age_group=='31-34'|m2_cascade;n2=csv:year==2025 and age_group=='31-34'|n_employed;m3=csv:year==2025 and age_group=='35-40'|m2_cascade;n3=csv:year==2025 and age_group=='35-40'|n_employed;m4=csv:year==2025 and age_group=='41-49'|m2_cascade;n4=csv:year==2025 and age_group=='41-49'|n_employed;m5=csv:year==2025 and age_group=='50+'|m2_cascade;n5=csv:year==2025 and age_group=='50+'|n_employed,100*(m0*n0+m1*n1+m2*n2+m3*n3+m4*n4+m5*n5)/(n0+n1+n2+n3+n4+n5),,
OA154,number,appendix_v3.tex,"VI.1, Table A30 Panel A",excluded at 22-25 in 2019,1.28,output/tables/tableIV1_coverage.tex,regex:2019 & ([\d.]+)\\%,,,
OA155,number,appendix_v3.tex,VI.1,uncoded share at 22-25 in 2019 under the cascade,0.87,3_register_mona/exports/2026-09-18_1716_s49/match_rate_definitions.csv,csv:year==2019 and age_group=='22-25'|m2_cascade,100*(1-x),,
OA157,number,appendix_v3.tex,II.3,"correlation of AI exposure with realised remote work, Platsbanken (0.75)",0.75,2_postings/extensions/results/l50_remote_correlations.csv,csv:pair=='remote_share x DAIOE pctl_rank_genai'|employment_weighted_2024,,,
OA158,number,appendix_v3.tex,II.3,"correlation of AI exposure with realised remote work, Hansen (0.79)",0.79,2_postings/extensions/results/l52_hansen_correlations.csv,csv:pair=='Hansen H1 x DAIOE pctl_rank_genai'|employment_weighted_2024,,,
OA159,number,appendix_v3.tex,II.3,"precision of the remote-work text rule on hand-read samples, per cent",94,,,,PENDING,"hand-read validation samples; the rule's agreement with the structured field is in 2_postings/extensions/results/l50_remote_validation.csv, the hand-read precision and recall in no file of the package"
OA160,number,appendix_v3.tex,II.3,"recall of the remote-work text rule on hand-read samples, per cent",90,,,,PENDING,as above
OA161,number,appendix_v3.tex,"II.3, Table A4","AI exposure alone, Platsbanken",-0.064,2_postings/extensions/results/l50_remote_horserace.csv,csv:design=='occupation_panel' and sample=='all ads' and spec=='iii_LS_ai_alone' and term=='post_x_z_ai'|coef,,,
OA162,number,appendix_v3.tex,"II.3, Table A4",its SE,0.017,2_postings/extensions/results/l50_remote_horserace.csv,csv:design=='occupation_panel' and sample=='all ads' and spec=='iii_LS_ai_alone' and term=='post_x_z_ai'|se,,,
OA163,number,appendix_v3.tex,"II.3, Table A4","joint, AI exposure, Platsbanken",-0.016,2_postings/extensions/results/l50_remote_horserace.csv,csv:design=='occupation_panel' and sample=='all ads' and spec=='iii_LS_joint' and term=='post_x_z_ai'|coef,,,
OA164,number,appendix_v3.tex,"II.3, Table A4",its SE,0.022,2_postings/extensions/results/l50_remote_horserace.csv,csv:design=='occupation_panel' and sample=='all ads' and spec=='iii_LS_joint' and term=='post_x_z_ai'|se,,,
OA165,number,appendix_v3.tex,"II.3, Table A4","joint, remote work, Platsbanken",-0.070,2_postings/extensions/results/l50_remote_horserace.csv,csv:design=='occupation_panel' and sample=='all ads' and spec=='iii_LS_joint' and term=='post_x_z_rem'|coef,,,
OA166,number,appendix_v3.tex,"II.3, Table A4",its SE,0.021,2_postings/extensions/results/l50_remote_horserace.csv,csv:design=='occupation_panel' and sample=='all ads' and spec=='iii_LS_joint' and term=='post_x_z_rem'|se,,,
OA167,number,appendix_v3.tex,"II.3, Table A4","joint, AI exposure, Hansen",-0.066,2_postings/extensions/results/l52_hansen_horserace.csv,csv:design=='occupation_panel' and sample=='all ads' and spec=='iii_LS_joint' and term=='post_x_z_ai'|coef,,,
OA168,number,appendix_v3.tex,"II.3, Table A4",its SE,0.023,2_postings/extensions/results/l52_hansen_horserace.csv,csv:design=='occupation_panel' and sample=='all ads' and spec=='iii_LS_joint' and term=='post_x_z_ai'|se,,,
OA169,number,appendix_v3.tex,"II.3, Table A4","joint, remote work, Hansen",0.003,2_postings/extensions/results/l52_hansen_horserace.csv,csv:design=='occupation_panel' and sample=='all ads' and spec=='iii_LS_joint' and term=='post_x_z_rem'|coef,,,
OA170,number,appendix_v3.tex,"II.3, Table A4",its SE,0.024,2_postings/extensions/results/l52_hansen_horserace.csv,csv:design=='occupation_panel' and sample=='all ads' and spec=='iii_LS_joint' and term=='post_x_z_rem'|se,,,
OA171,number,appendix_v3.tex,"II.3, Table A4","within employer, joint, AI exposure, Platsbanken",-0.179,2_postings/extensions/results/l50_remote_within.csv,csv:design=='within_employer' and sample=='all ads' and spec=='finer_joint' and term=='gpt_x_high'|coef,,,
OA172,number,appendix_v3.tex,"II.3, Table A4",its SE,0.016,2_postings/extensions/results/l50_remote_within.csv,csv:design=='within_employer' and sample=='all ads' and spec=='finer_joint' and term=='gpt_x_high'|se,,,
OA173,number,appendix_v3.tex,"II.3, Table A4","within employer, joint, AI exposure, Hansen",-0.170,2_postings/extensions/results/l52_hansen_within.csv,csv:design=='within_employer' and sample=='all ads' and spec=='finer_joint' and term=='gpt_x_high'|coef,,,
OA174,number,appendix_v3.tex,"II.3, Table A4",its SE,0.014,2_postings/extensions/results/l52_hansen_within.csv,csv:design=='within_employer' and sample=='all ads' and spec=='finer_joint' and term=='gpt_x_high'|se,,,
OA175,number,appendix_v3.tex,"II.3, Table A4","within employer, AI exposure alone",-0.158,2_postings/extensions/results/l50_remote_within.csv,csv:design=='within_employer' and sample=='all ads' and spec=='l09_a_baseline' and term=='gpt_x_high'|coef,,,
OA176,number,appendix_v3.tex,"II.3, Table A4",its SE,0.013,2_postings/extensions/results/l50_remote_within.csv,csv:design=='within_employer' and sample=='all ads' and spec=='l09_a_baseline' and term=='gpt_x_high'|se,,,
OA177,number,appendix_v3.tex,"II.3, Table A4","AI exposure, employers not advertising remote",-0.129,2_postings/extensions/results/l50_remote_within.csv,"csv:design=='within_employer' and sample=='all ads, low-remote employers' and spec=='split' and term=='gpt_x_high'|coef",,,
OA178,number,appendix_v3.tex,"II.3, Table A4",its SE,0.022,2_postings/extensions/results/l50_remote_within.csv,"csv:design=='within_employer' and sample=='all ads, low-remote employers' and spec=='split' and term=='gpt_x_high'|se",,,
OA179,number,appendix_v3.tex,II.3,employers not advertising remote work in 2021-22,"9,324",2_postings/extensions/results/l50_remote_within.csv,"csv:design=='within_employer' and sample=='all ads, low-remote employers' and spec=='split' and term=='gpt_x_high'|n_firms",,,
OA180,number,appendix_v3.tex,"II.3, Table A4","AI exposure, employers advertising remote",-0.163,2_postings/extensions/results/l50_remote_within.csv,"csv:design=='within_employer' and sample=='all ads, high-remote employers' and spec=='split' and term=='gpt_x_high'|coef",,,
OA181,number,appendix_v3.tex,"II.3, Table A4",its SE,0.014,2_postings/extensions/results/l50_remote_within.csv,"csv:design=='within_employer' and sample=='all ads, high-remote employers' and spec=='split' and term=='gpt_x_high'|se",,,
OA182,number,appendix_v3.tex,"II.3, Table A4","entry-level, joint, AI exposure, Platsbanken",-0.120,2_postings/extensions/results/l50_remote_horserace.csv,csv:design=='occupation_panel' and sample=='entry-level ads' and spec=='iii_LS_joint' and term=='post_x_z_ai'|coef,,,
OA183,number,appendix_v3.tex,"II.3, Table A4",its SE,0.038,2_postings/extensions/results/l50_remote_horserace.csv,csv:design=='occupation_panel' and sample=='entry-level ads' and spec=='iii_LS_joint' and term=='post_x_z_ai'|se,,,
OA184,number,appendix_v3.tex,"II.3, Table A4","entry-level, joint, AI exposure, Hansen",-0.168,2_postings/extensions/results/l52_hansen_horserace.csv,csv:design=='occupation_panel' and sample=='entry-level ads' and spec=='iii_LS_joint' and term=='post_x_z_ai'|coef,,,
OA185,number,appendix_v3.tex,"II.3, Table A4",its SE,0.042,2_postings/extensions/results/l52_hansen_horserace.csv,csv:design=='occupation_panel' and sample=='entry-level ads' and spec=='iii_LS_joint' and term=='post_x_z_ai'|se,,,
OA186,number,appendix_v3.tex,"II.8, Table A9",occupations both measures score,341,output/results/eloundou_postings_extended.csv,csv:sample=='common' and measure=='DAIOE' and spec=='base'|n_occ,,,
OA187,number,appendix_v3.tex,"II.8, Table A9","rate-rise term on DAIOE, common sample",-0.135,output/results/eloundou_postings_extended.csv,csv:sample=='common' and measure=='DAIOE' and spec=='base'|rb,,,
OA188,number,appendix_v3.tex,"II.8, Table A9",its SE,0.042,output/results/eloundou_postings_extended.csv,csv:sample=='common' and measure=='DAIOE' and spec=='base'|se_rb,,,
OA189,number,appendix_v3.tex,"II.8, Table A9","post-launch term on the Eloundou score, common sample",-0.094,output/results/eloundou_postings_extended.csv,csv:sample=='common' and measure=='Eloundou' and spec=='base'|gpt,,,
OA190,number,appendix_v3.tex,"II.8, Table A9",its SE,0.043,output/results/eloundou_postings_extended.csv,csv:sample=='common' and measure=='Eloundou' and spec=='base'|se_gpt,,,
OA191,number,appendix_v3.tex,III.2,22-25 against 41-49 on tau,-0.024,3_register_mona/exports/2026-09-25_1832_s95-s96-s98/pension_reference.csv,csv:part=='P' and spec=='p8_tau' and young_band=='22-25' and term=='tau'|coef,,,
OA192,number,appendix_v3.tex,III.2,its SE,0.011,3_register_mona/exports/2026-09-25_1832_s95-s96-s98/pension_reference.csv,csv:part=='P' and spec=='p8_tau' and young_band=='22-25' and term=='tau'|se,,,
OA193,number,appendix_v3.tex,"III.2, Table A21 Panel A","tau at 22-25 against 31-59, common sample",-0.035,3_register_mona/exports/2026-09-25_1832_s95-s96-s98/pension_reference.csv,csv:part=='R' and spec=='ref_31-59' and sample=='E49' and young_band=='22-25' and term=='tau'|coef,,,
OA194,number,appendix_v3.tex,"III.2, Table A21 Panel A",its SE,0.010,3_register_mona/exports/2026-09-25_1832_s95-s96-s98/pension_reference.csv,csv:part=='R' and spec=='ref_31-59' and sample=='E49' and young_band=='22-25' and term=='tau'|se,,,
OA195,number,appendix_v3.tex,"III.2, Table A21 Panel A","tau at 22-25 against 31-49, common sample",-0.033,3_register_mona/exports/2026-09-25_1832_s95-s96-s98/pension_reference.csv,csv:part=='R' and spec=='ref_31-49' and sample=='E49' and young_band=='22-25' and term=='tau'|coef,,,
OA196,number,appendix_v3.tex,"III.2, Table A21 Panel A",its SE,0.010,3_register_mona/exports/2026-09-25_1832_s95-s96-s98/pension_reference.csv,csv:part=='R' and spec=='ref_31-49' and sample=='E49' and young_band=='22-25' and term=='tau'|se,,,
OA197,derived,appendix_v3.tex,"III.2, Table A21 Panel A","share of the same-sample tau retained against 31-59, per cent",87,3_register_mona/exports/2026-09-25_1832_s95-s96-s98/pension_reference.csv,a=csv:part=='R' and spec=='ref_31-59' and sample=='E49' and young_band=='22-25' and term=='tau'|coef;b=csv:part=='R' and spec=='ref_31-69' and sample=='E49' and young_band=='22-25' and term=='tau'|coef,100*a/b,,
OA198,derived,appendix_v3.tex,"III.2, Table A21 Panel A","share retained against 31-49, per cent",80,3_register_mona/exports/2026-09-25_1832_s95-s96-s98/pension_reference.csv,a=csv:part=='R' and spec=='ref_31-49' and sample=='E49' and young_band=='22-25' and term=='tau'|coef;b=csv:part=='R' and spec=='ref_31-69' and sample=='E49' and young_band=='22-25' and term=='tau'|coef,100*a/b,,
OA199,number,appendix_v3.tex,"III.2, Table A21 Panel A",same-sample tau at 22-25 against 31-69 ('-0.041'),-0.040,3_register_mona/exports/2026-09-25_1832_s95-s96-s98/pension_reference.csv,csv:part=='R' and spec=='ref_31-69' and sample=='E49' and young_band=='22-25' and term=='tau'|coef,,,"the text rounds the table's -0.0405; the export holds -0.040471, which rounds to -0.040"
OA200,number,appendix_v3.tex,"III.2, Table A21 Panel B",50-59 against 41-49 on tau,+0.025,3_register_mona/exports/2026-09-25_1832_s95-s96-s98/pension_reference.csv,csv:part=='P' and spec=='p8_tau' and young_band=='50-59' and term=='tau'|coef,,,
OA201,number,appendix_v3.tex,"III.2, Table A21 Panel B",its SE,0.003,3_register_mona/exports/2026-09-25_1832_s95-s96-s98/pension_reference.csv,csv:part=='P' and spec=='p8_tau' and young_band=='50-59' and term=='tau'|se,,,
OA202,number,appendix_v3.tex,"III.2, Table A21 Panel B",60-64 against 41-49 on tau,+0.050,3_register_mona/exports/2026-09-25_1832_s95-s96-s98/pension_reference.csv,csv:part=='P' and spec=='p8_tau' and young_band=='60-64' and term=='tau'|coef,,,
OA203,number,appendix_v3.tex,"III.2, Table A21 Panel B",65-69 against 41-49 on tau,+0.086,3_register_mona/exports/2026-09-25_1832_s95-s96-s98/pension_reference.csv,csv:part=='P' and spec=='p8_tau' and young_band=='65-69' and term=='tau'|coef,,,
OA204,number,appendix_v3.tex,III.2 sexes,"young men, tau",-0.006,3_register_mona/exports/2026-09-25_2250_s97/headline_checks.csv,csv:part=='G' and spec=='sex_gate' and young_band=='22-25' and term=='hy_tau'|coef,,,
OA205,number,appendix_v3.tex,III.2 sexes,its SE,0.012,3_register_mona/exports/2026-09-25_2250_s97/headline_checks.csv,csv:part=='G' and spec=='sex_gate' and young_band=='22-25' and term=='hy_tau'|se,,,
OA206,derived,appendix_v3.tex,III.2 sexes,female differential in employer-clustered standard errors,6.6,3_register_mona/exports/2026-09-25_2250_s97/headline_checks.csv,a=csv:part=='G' and spec=='sex_gate' and young_band=='22-25' and term=='hyf_tau'|coef;b=csv:part=='G' and spec=='sex_gate' and young_band=='22-25' and term=='hyf_tau'|se,abs(a)/b,,the export gives 6.56; the text's 6.5 follows from the rounded -0.071 and 0.011
OA207,derived,appendix_v3.tex,III.2 sexes,female differential in industry-clustered standard errors,5.3,3_register_mona/exports/2026-09-23_0655_s82-partB_s83-partsBCD/vcov_s80_gender_clind2_22_25.csv,a=csv:term=='post_x_high_x_young_x_female'|post_x_high_x_young_x_female;b=csv:term=='interim_x_high_x_young_x_female'|interim_x_high_x_young_x_female;c=csv:term=='post_x_high_x_young_x_female'|interim_x_high_x_young_x_female;t=@3_register_mona/exports/2026-09-25_2250_s97/headline_checks.csv@csv:part=='G' and spec=='sex_gate' and young_band=='22-25' and term=='hyf_tau'|coef,abs(t)/sqrt(a+b-2*c),,
OA208,number,appendix_v3.tex,"III.2 sexes, Table A21 Panel E",pre-launch drift of the female differential per month,+0.0014,3_register_mona/exports/2026-09-25_2250_s97/headline_checks.csv,csv:part=='P' and spec=='drift' and young_band=='22-25' and term=='trend_x_hyf'|coef,,,
OA209,number,appendix_v3.tex,"III.2 sexes, Table A21 Panel E",its SE by employer,0.0010,3_register_mona/exports/2026-09-25_2250_s97/headline_checks.csv,csv:part=='P' and spec=='drift' and young_band=='22-25' and term=='trend_x_hyf'|se,,,
OA210,number,appendix_v3.tex,"III.2 sexes, Table A21 Panel E",its SE by industry,0.0011,3_register_mona/exports/2026-09-25_2250_s97/headline_checks.csv,csv:part=='P' and spec=='drift_indcl' and young_band=='22-25' and term=='trend_x_hyf'|se,,,
OA211,derived,appendix_v3.tex,III.2 sexes,"drift interval, lower (industry SE)",-0.0008,3_register_mona/exports/2026-09-25_2250_s97/headline_checks.csv,a=csv:part=='P' and spec=='drift_indcl' and young_band=='22-25' and term=='trend_x_hyf'|coef;b=csv:part=='P' and spec=='drift_indcl' and young_band=='22-25' and term=='trend_x_hyf'|se,a-1.96*b,,
OA212,derived,appendix_v3.tex,III.2 sexes,"drift interval, upper (industry SE)",+0.0036,3_register_mona/exports/2026-09-25_2250_s97/headline_checks.csv,a=csv:part=='P' and spec=='drift_indcl' and young_band=='22-25' and term=='trend_x_hyf'|coef;b=csv:part=='P' and spec=='drift_indcl' and young_band=='22-25' and term=='trend_x_hyf'|se,a+1.96*b,,
OA213,number,appendix_v3.tex,"III.2 sexes, Table A21 note",third-quarter term on the female differential,-0.054,3_register_mona/exports/2026-09-25_2250_s97/headline_checks.csv,csv:part=='P' and spec=='drift' and young_band=='22-25' and term=='q3_x_hyf'|coef,,,
OA214,number,appendix_v3.tex,"III.2 sexes, Table A21 note",its SE,0.007,3_register_mona/exports/2026-09-25_2250_s97/headline_checks.csv,csv:part=='P' and spec=='drift' and young_band=='22-25' and term=='q3_x_hyf'|se,,,
OA215,number,appendix_v3.tex,"III.2 sexes, Table A21 Panel E",female differential with industry x age x sex x month,-0.047,3_register_mona/exports/2026-09-25_2250_s97/headline_checks.csv,csv:part=='I' and spec=='industry_age_sex_month' and young_band=='22-25' and term=='hyf_tau'|coef,,,
OA216,number,appendix_v3.tex,"III.2 sexes, Table A21 Panel E",its SE,0.014,3_register_mona/exports/2026-09-25_2250_s97/headline_checks.csv,csv:part=='I' and spec=='industry_age_sex_month' and young_band=='22-25' and term=='hyf_tau'|se,,,
OA217,derived,appendix_v3.tex,III.2 sexes,"share retained under industry x age x sex x month, per cent",65,3_register_mona/exports/2026-09-25_2250_s97/headline_checks.csv,a=csv:part=='I' and spec=='industry_age_sex_month' and young_band=='22-25' and term=='hyf_tau'|coef;b=csv:part=='I' and spec=='base_industry_sample' and young_band=='22-25' and term=='hyf_tau'|coef,100*a/b,,
OA218,number,appendix_v3.tex,III.2 sexes,same-sample female differential on the industry sample,-0.072,3_register_mona/exports/2026-09-25_2250_s97/headline_checks.csv,csv:part=='I' and spec=='base_industry_sample' and young_band=='22-25' and term=='hyf_tau'|coef,,,
OA219,number,appendix_v3.tex,"III.2, Fig. A6 caption",employers in the pre-launch path,"100,631",3_register_mona/exports/2026-09-25_2250_s97/headline_checks.csv,csv:part=='P' and spec=='path' and young_band=='22-25' and term=='pq_2022Q1_reference'|n_firms,,,
OA220,number,appendix_v3.tex,III.2 field of education,"pooled female differential, step from the tightening months",-0.0858,3_register_mona/exports/2026-09-23_0655_s82-partB_s83-partsBCD/occ_route_gender.csv,csv:block=='term' and young_band=='22-25' and term=='post_x_high_x_young_x_female'|coef,,,
OA221,derived,appendix_v3.tex,III.2 field of education,"within-track share on young men's weights, per cent (60)",60,3_register_mona/exports/2026-09-23_1352_s87/occ_route_gender_by_track.csv,d0=csv:track=='ict'|diff;d1=csv:track=='engineering'|diff;d2=csv:track=='business_law_social'|diff;d3=csv:track=='health_education_care'|diff;d4=csv:track=='other'|diff;w0=@3_register_mona/exports/2026-09-23_1352_s87/occ_route_education_mix_by_sex.csv@csv:dimension=='track' and exposed==1 and gender=='men' and cell=='ict'|share;w1=@3_register_mona/exports/2026-09-23_1352_s87/occ_route_education_mix_by_sex.csv@csv:dimension=='track' and exposed==1 and gender=='men' and cell=='engineering'|share;w2=@3_register_mona/exports/2026-09-23_1352_s87/occ_route_education_mix_by_sex.csv@csv:dimension=='track' and exposed==1 and gender=='men' and cell=='business_law_social'|share;w3=@3_register_mona/exports/2026-09-23_1352_s87/occ_route_education_mix_by_sex.csv@csv:dimension=='track' and exposed==1 and gender=='men' and cell=='health_education_care'|share;w4=@3_register_mona/exports/2026-09-23_1352_s87/occ_route_education_mix_by_sex.csv@csv:dimension=='track' and exposed==1 and gender=='men' and cell=='other'|share;p=csv:track=='all'|diff,100*((w0*d0+w1*d1+w2*d2+w3*d3+w4*d4)/(w0+w1+w2+w3+w4))/p,,
OA222,derived,appendix_v3.tex,"III.2, Table A20","tau retained under industry x age x month, 22-25, per cent",72,3_register_mona/exports/2026-09-23_0655_s82-partB_s83-partsBCD/occ_rest_industry.csv,a=csv:young_band=='22-25' and spec=='industry_age_month' and term=='post_x_high_x_young'|coef;b=csv:young_band=='22-25' and spec=='industry_age_month' and term=='interim_x_high_x_young'|coef;c=csv:young_band=='22-25' and spec=='baseline_same_sample' and term=='post_x_high_x_young'|coef;d=csv:young_band=='22-25' and spec=='baseline_same_sample' and term=='interim_x_high_x_young'|coef,100*(a-b)/(c-d),,
OA223,derived,appendix_v3.tex,"III.2, Table A20","tau under industry x age x month, 22-25",-0.029,3_register_mona/exports/2026-09-23_0655_s82-partB_s83-partsBCD/occ_rest_industry.csv,a=csv:young_band=='22-25' and spec=='industry_age_month' and term=='post_x_high_x_young'|coef;b=csv:young_band=='22-25' and spec=='industry_age_month' and term=='interim_x_high_x_young'|coef,a-b,,
OA224,derived,appendix_v3.tex,"III.2, Table A20","its SE, from the exported covariance",0.011,3_register_mona/exports/2026-09-23_0655_s82-partB_s83-partsBCD/vcov_s80_indseas2_ind_22_25.csv,a=csv:term=='post_x_high_x_young'|post_x_high_x_young;b=csv:term=='interim_x_high_x_young'|interim_x_high_x_young;c=csv:term=='post_x_high_x_young'|interim_x_high_x_young,sqrt(a+b-2*c),,
OA225,derived,appendix_v3.tex,"III.2, Table A20","tau retained under industry x age x month, 26-30, per cent",27,3_register_mona/exports/2026-09-23_0655_s82-partB_s83-partsBCD/occ_rest_industry.csv,a=csv:young_band=='26-30' and spec=='industry_age_month' and term=='post_x_high_x_young'|coef;b=csv:young_band=='26-30' and spec=='industry_age_month' and term=='interim_x_high_x_young'|coef;c=csv:young_band=='26-30' and spec=='baseline_same_sample' and term=='post_x_high_x_young'|coef;d=csv:young_band=='26-30' and spec=='baseline_same_sample' and term=='interim_x_high_x_young'|coef,100*(a-b)/(c-d),,
OA226,number,appendix_v3.tex,"III.2, Table A20","additional step, more leveraged half, 22-25",+0.032,3_register_mona/exports/2026-09-23_0655_s82-partB_s83-partsBCD/occ_rest_credit.csv,csv:band=='22-25' and term=='post_x_high_x_young_x_lev'|coef,,,
OA227,number,appendix_v3.tex,"III.2, Table A20",its SE,0.027,3_register_mona/exports/2026-09-23_0655_s82-partB_s83-partsBCD/occ_rest_credit.csv,csv:band=='22-25' and term=='post_x_high_x_young_x_lev'|se,,,
OA228,number,appendix_v3.tex,"III.2, Table A21 Panel D",tau at 22-25 with the leverage terms,-0.044,3_register_mona/exports/2026-09-25_2250_s97/headline_checks.csv,csv:part=='K' and spec=='leverage' and young_band=='22-25' and term=='hy_tau'|coef,,,
OA229,number,appendix_v3.tex,"III.2, Table A21 Panel D",its SE,0.014,3_register_mona/exports/2026-09-25_2250_s97/headline_checks.csv,csv:part=='K' and spec=='leverage' and young_band=='22-25' and term=='hy_tau'|se,,,
OA230,number,appendix_v3.tex,"III.2, Table A21 Panel D","same-sample tau at 22-25, balance-sheet employers",-0.043,3_register_mona/exports/2026-09-25_2250_s97/headline_checks.csv,csv:part=='K' and spec=='base_balance_sheet' and young_band=='22-25' and term=='hy_tau'|coef,,,
OA231,number,appendix_v3.tex,"III.2, Table A21 Panel D","employers with a 2019 balance sheet, 22-25 panel","88,613",3_register_mona/exports/2026-09-25_2250_s97/headline_checks.csv,csv:part=='K' and spec=='base_balance_sheet' and young_band=='22-25' and term=='hy_tau'|n_firms,,,
OA232,number,appendix_v3.tex,"III.2, Table A21 Panel D","additional tau, more leveraged half, 22-25",+0.002,3_register_mona/exports/2026-09-25_2250_s97/headline_checks.csv,csv:part=='K' and spec=='leverage' and young_band=='22-25' and term=='hy_x_lev_tau'|coef,,,
OA233,number,appendix_v3.tex,"III.2, Table A21 Panel D",its SE,0.020,3_register_mona/exports/2026-09-25_2250_s97/headline_checks.csv,csv:part=='K' and spec=='leverage' and young_band=='22-25' and term=='hy_x_lev_tau'|se,,,
OA234,number,appendix_v3.tex,"III.2, Table A21 Panel D","additional tau, more leveraged half, 26-30",+0.045,3_register_mona/exports/2026-09-25_2250_s97/headline_checks.csv,csv:part=='K' and spec=='leverage' and young_band=='26-30' and term=='hy_x_lev_tau'|coef,,,
OA235,number,appendix_v3.tex,"III.2, Table A21 Panel D",its SE,0.015,3_register_mona/exports/2026-09-25_2250_s97/headline_checks.csv,csv:part=='K' and spec=='leverage' and young_band=='26-30' and term=='hy_x_lev_tau'|se,,,
OA236,number,appendix_v3.tex,"III.2, Table A21 Panel C","gradient, cohorts never covered",+0.054,3_register_mona/exports/2026-09-25_1832_s95-s96-s98/payroll_cohorts.csv,csv:part=='C' and spec=='gradient_nc' and term=='gradient'|coef,,,
OA237,number,appendix_v3.tex,"III.2, Table A21 Panel C",its SE,0.007,3_register_mona/exports/2026-09-25_1832_s95-s96-s98/payroll_cohorts.csv,csv:part=='C' and spec=='gradient_nc' and term=='gradient'|se,,,
OA238,number,appendix_v3.tex,"III.2, Table A21 Panel C","gradient, cohorts ever covered",+0.215,3_register_mona/exports/2026-09-25_1832_s95-s96-s98/payroll_cohorts.csv,csv:part=='C' and spec=='gradient_ec' and term=='gradient'|coef,,,
OA239,number,appendix_v3.tex,"III.2, Table A21 Panel C",its SE,0.014,3_register_mona/exports/2026-09-25_1832_s95-s96-s98/payroll_cohorts.csv,csv:part=='C' and spec=='gradient_ec' and term=='gradient'|se,,,
OA240,number,appendix_v3.tex,"III.2, Table A21 Panel F",tau per baseline standard deviation of the score,-0.0105,3_register_mona/exports/2026-09-25_2250_s97/headline_checks.csv,csv:part=='Q' and spec=='continuous_per_sd' and young_band=='22-25' and term=='z_tau'|coef,,,
OA241,number,appendix_v3.tex,"III.2, Table A21 Panel F",its SE,0.0040,3_register_mona/exports/2026-09-25_2250_s97/headline_checks.csv,csv:part=='Q' and spec=='continuous_per_sd' and young_band=='22-25' and term=='z_tau'|se,,,
OA242,number,appendix_v3.tex,"III.2, Table A21 Panel F",per cent per standard deviation (one),one,3_register_mona/exports/2026-09-25_2250_s97/headline_checks.csv,csv:part=='Q' and spec=='continuous_per_sd' and young_band=='22-25' and term=='z_tau'|coef,100*(1-exp(x)),,
OA243,number,appendix_v3.tex,"III.2, Table A21 Panel F",second quartile against the first,+0.002,3_register_mona/exports/2026-09-25_2250_s97/headline_checks.csv,csv:part=='Q' and spec=='quartiles_vs_q1' and young_band=='22-25' and term=='q2_vs_q1_tau'|coef,,,
OA244,number,appendix_v3.tex,"III.2, Table A21 Panel F",its SE,0.007,3_register_mona/exports/2026-09-25_2250_s97/headline_checks.csv,csv:part=='Q' and spec=='quartiles_vs_q1' and young_band=='22-25' and term=='q2_vs_q1_tau'|se,,,
OA245,number,appendix_v3.tex,"III.2, Table A21 Panel F",third quartile against the first,+0.009,3_register_mona/exports/2026-09-25_2250_s97/headline_checks.csv,csv:part=='Q' and spec=='quartiles_vs_q1' and young_band=='22-25' and term=='q3_vs_q1_tau'|coef,,,
OA246,number,appendix_v3.tex,"III.2, Table A21 Panel F",its SE,0.017,3_register_mona/exports/2026-09-25_2250_s97/headline_checks.csv,csv:part=='Q' and spec=='quartiles_vs_q1' and young_band=='22-25' and term=='q3_vs_q1_tau'|se,,,
OA247,number,appendix_v3.tex,"III.2, Table A21 Panel F",top quartile against the first,-0.037,3_register_mona/exports/2026-09-25_2250_s97/headline_checks.csv,csv:part=='Q' and spec=='quartiles_vs_q1' and young_band=='22-25' and term=='q4_vs_q1_tau'|coef,,,
