ssyk4,ssyk_label,age_group,year,n_employed,pctl_rank_genai,exposure_quartile,high_exposure,young,young_broad
3512,ICT support technicians,45-49 years,2023,1856,66.309998,Q3,0,0,0
3512,ICT support technicians,45-49 years,2024,1772,66.309998,Q3,0,0,0
3512,ICT support technicians,50-54 years,2020,1708,66.309998,Q3,0,0,0
3512,ICT support technicians,50-54 years,2021,1715,66.309998,Q3,0,0,0
3512,ICT support technicians,50-54 years,2022,1756,66.309998,Q3,0,0,0
3512,ICT support technicians,50-54 years,2023,1790,66.309998,Q3,0,0,0
3512,ICT support technicians,50-54 years,2024,1814,66.309998,Q3,0,0,0
3512,ICT support technicians,55-59 years,2020,1417,66.309998,Q3,0,0,0
3512,ICT support technicians,55-59 years,2021,1437,66.309998,Q3,0,0,0
3512,ICT support technicians,55-59 years,2022,1525,66.309998,Q3,0,0,0
3512,ICT support technicians,55-59 years,2023,1627,66.309998,Q3,0,0,0
3512,ICT support technicians,55-59 years,2024,1532,66.309998,Q3,0,0,0
3512,ICT support technicians,60-64 years,2020,813,66.309998,Q3,0,0,0
3512,ICT support technicians,60-64 years,2021,886,66.309998,Q3,0,0,0
3512,ICT support technicians,60-64 years,2022,937,66.309998,Q3,0,0,0
3512,ICT support technicians,60-64 years,2023,1035,66.309998,Q3,0,0,0
3512,ICT support technicians,60-64 years,2024,1109,66.309998,Q3,0,0,0
3512,ICT support technicians,65-69 years,2023,219,66.309998,Q3,0,0,0
3512,ICT support technicians,65-69 years,2024,265,66.309998,Q3,0,0,0
3513,System administrators,16-24 years,2020,100,94.68,Q4 (highest),1,1,1
3513,System administrators,16-24 years,2021,108,94.68,Q4 (highest),1,1,1
3513,System administrators,16-24 years,2022,100,94.68,Q4 (highest),1,1,1
3513,System administrators,16-24 years,2023,129,94.68,Q4 (highest),1,1,1
3513,System administrators,16-24 years,2024,145,94.68,Q4 (highest),1,1,1
3513,System administrators,25-29 years,2020,485,94.68,Q4 (highest),1,0,1
3513,System administrators,25-29 years,2021,442,94.68,Q4 (highest),1,0,1
3513,System administrators,25-29 years,2022,415,94.68,Q4 (highest),1,0,1
3513,System administrators,25-29 years,2023,365,94.68,Q4 (highest),1,0,1
3513,System administrators,25-29 years,2024,370,94.68,Q4 (highest),1,0,1
3513,System administrators,30-34 years,2020,616,94.68,Q4 (highest),1,0,0
3513,System administrators,30-34 years,2021,626,94.68,Q4 (highest),1,0,0
3513,System administrators,30-34 years,2022,704,94.68,Q4 (highest),1,0,0
3513,System administrators,30-34 years,2023,678,94.68,Q4 (highest),1,0,0
3513,System administrators,30-34 years,2024,689,94.68,Q4 (highest),1,0,0
3513,System administrators,35-39 years,2020,530,94.68,Q4 (highest),1,0,0
3513,System administrators,35-39 years,2021,559,94.68,Q4 (highest),1,0,0
3513,System administrators,35-39 years,2022,566,94.68,Q4 (highest),1,0,0
3513,System administrators,35-39 years,2023,611,94.68,Q4 (highest),1,0,0
3513,System administrators,35-39 years,2024,618,94.68,Q4 (highest),1,0,0
3513,System administrators,40-44 years,2020,606,94.68,Q4 (highest),1,0,0
3513,System administrators,40-44 years,2021,563,94.68,Q4 (highest),1,0,0
3513,System administrators,40-44 years,2022,560,94.68,Q4 (highest),1,0,0
3513,System administrators,40-44 years,2023,535,94.68,Q4 (highest),1,0,0
3513,System administrators,40-44 years,2024,548,94.68,Q4 (highest),1,0,0
3513,System administrators,45-49 years,2020,637,94.68,Q4 (highest),1,0,0
3513,System administrators,45-49 years,2021,625,94.68,Q4 (highest),1,0,0
3513,System administrators,45-49 years,2022,636,94.68,Q4 (highest),1,0,0
3513,System administrators,45-49 years,2023,587,94.68,Q4 (highest),1,0,0
3513,System administrators,45-49 years,2024,574,94.68,Q4 (highest),1,0,0
3513,System administrators,50-54 years,2020,574,94.68,Q4 (highest),1,0,0
3513,System administrators,50-54 years,2021,558,94.68,Q4 (highest),1,0,0
3513,System administrators,50-54 years,2022,596,94.68,Q4 (highest),1,0,0
3513,System administrators,50-54 years,2023,569,94.68,Q4 (highest),1,0,0
3513,System administrators,50-54 years,2024,585,94.68,Q4 (highest),1,0,0
3513,System administrators,55-59 years,2020,423,94.68,Q4 (highest),1,0,0
3513,System administrators,55-59 years,2021,446,94.68,Q4 (highest),1,0,0
3513,System administrators,55-59 years,2022,519,94.68,Q4 (highest),1,0,0
3513,System administrators,55-59 years,2023,548,94.68,Q4 (highest),1,0,0
3513,System administrators,55-59 years,2024,568,94.68,Q4 (highest),1,0,0
3513,System administrators,60-64 years,2020,286,94.68,Q4 (highest),1,0,0
3513,System administrators,60-64 years,2021,271,94.68,Q4 (highest),1,0,0
3513,System administrators,60-64 years,2022,283,94.68,Q4 (highest),1,0,0
3513,System administrators,60-64 years,2023,330,94.68,Q4 (highest),1,0,0
3513,System administrators,60-64 years,2024,361,94.68,Q4 (highest),1,0,0
3513,System administrators,65-69 years,2023,93,94.68,Q4 (highest),1,0,0
3513,System administrators,65-69 years,2024,104,94.68,Q4 (highest),1,0,0
3514,Computer network and systems technicians,16-24 years,2020,410,84.519997,Q4 (highest),1,1,1
3514,Computer network and systems technicians,16-24 years,2021,368,84.519997,Q4 (highest),1,1,1
3514,Computer network and systems technicians,16-24 years,2022,401,84.519997,Q4 (highest),1,1,1
3514,Computer network and systems technicians,16-24 years,2023,502,84.519997,Q4 (highest),1,1,1
3514,Computer network and systems technicians,16-24 years,2024,430,84.519997,Q4 (highest),1,1,1
3514,Computer network and systems technicians,25-29 years,2020,1092,84.519997,Q4 (highest),1,0,1
3514,Computer network and systems technicians,25-29 years,2021,1006,84.519997,Q4 (highest),1,0,1
3514,Computer network and systems technicians,25-29 years,2022,925,84.519997,Q4 (highest),1,0,1
3514,Computer network and systems technicians,25-29 years,2023,921,84.519997,Q4 (highest),1,0,1
3514,Computer network and systems technicians,25-29 years,2024,850,84.519997,Q4 (highest),1,0,1
3514,Computer network and systems technicians,30-34 years,2020,1344,84.519997,Q4 (highest),1,0,0
3514,Computer network and systems technicians,30-34 years,2021,1403,84.519997,Q4 (highest),1,0,0
3514,Computer network and systems technicians,30-34 years,2022,1469,84.519997,Q4 (highest),1,0,0
3514,Computer network and systems technicians,30-34 years,2023,1477,84.519997,Q4 (highest),1,0,0
3514,Computer network and systems technicians,30-34 years,2024,1420,84.519997,Q4 (highest),1,0,0
3514,Computer network and systems technicians,35-39 years,2020,1212,84.519997,Q4 (highest),1,0,0
3514,Computer network and systems technicians,35-39 years,2021,1224,84.519997,Q4 (highest),1,0,0
3514,Computer network and systems technicians,35-39 years,2022,1258,84.519997,Q4 (highest),1,0,0
3514,Computer network and systems technicians,35-39 years,2023,1369,84.519997,Q4 (highest),1,0,0
3514,Computer network and systems technicians,35-39 years,2024,1442,84.519997,Q4 (highest),1,0,0
3514,Computer network and systems technicians,40-44 years,2020,1449,84.519997,Q4 (highest),1,0,0
3514,Computer network and systems technicians,40-44 years,2021,1263,84.519997,Q4 (highest),1,0,0
3514,Computer network and systems technicians,40-44 years,2022,1245,84.519997,Q4 (highest),1,0,0
3514,Computer network and systems technicians,40-44 years,2023,1222,84.519997,Q4 (highest),1,0,0
3514,Computer network and systems technicians,40-44 years,2024,1252,84.519997,Q4 (highest),1,0,0
3514,Computer network and systems technicians,45-49 years,2020,1595,84.519997,Q4 (highest),1,0,0
3514,Computer network and systems technicians,45-49 years,2021,1577,84.519997,Q4 (highest),1,0,0
3514,Computer network and systems technicians,45-49 years,2022,1536,84.519997,Q4 (highest),1,0,0
3514,Computer network and systems technicians,45-49 years,2023,1506,84.519997,Q4 (highest),1,0,0
3514,Computer network and systems technicians,45-49 years,2024,1452,84.519997,Q4 (highest),1,0,0
3514,Computer network and systems technicians,50-54 years,2020,1516,84.519997,Q4 (highest),1,0,0
3514,Computer network and systems technicians,50-54 years,2021,1476,84.519997,Q4 (highest),1,0,0
3514,Computer network and systems technicians,50-54 years,2022,1423,84.519997,Q4 (highest),1,0,0
3514,Computer network and systems technicians,50-54 years,2023,1398,84.519997,Q4 (highest),1,0,0
3514,Computer network and systems technicians,50-54 years,2024,1447,84.519997,Q4 (highest),1,0,0
3514,Computer network and systems technicians,55-59 years,2020,1337,84.519997,Q4 (highest),1,0,0
3514,Computer network and systems technicians,55-59 years,2021,1404,84.519997,Q4 (highest),1,0,0
3514,Computer network and systems technicians,55-59 years,2022,1452,84.519997,Q4 (highest),1,0,0
3514,Computer network and systems technicians,55-59 years,2023,1431,84.519997,Q4 (highest),1,0,0
3514,Computer network and systems technicians,55-59 years,2024,1365,84.519997,Q4 (highest),1,0,0
3514,Computer network and systems technicians,60-64 years,2020,810,84.519997,Q4 (highest),1,0,0
3514,Computer network and systems technicians,60-64 years,2021,757,84.519997,Q4 (highest),1,0,0
3514,Computer network and systems technicians,60-64 years,2022,798,84.519997,Q4 (highest),1,0,0
3514,Computer network and systems technicians,60-64 years,2023,919,84.519997,Q4 (highest),1,0,0
3514,Computer network and systems technicians,60-64 years,2024,1036,84.519997,Q4 (highest),1,0,0
3514,Computer network and systems technicians,65-69 years,2023,228,84.519997,Q4 (highest),1,0,0
3514,Computer network and systems technicians,65-69 years,2024,279,84.519997,Q4 (highest),1,0,0
3515,Webmasters and web administrators,16-24 years,2020,94,92.550003,Q4 (highest),1,1,1
3515,Webmasters and web administrators,16-24 years,2021,80,92.550003,Q4 (highest),1,1,1
3515,Webmasters and web administrators,16-24 years,2022,73,92.550003,Q4 (highest),1,1,1
3515,Webmasters and web administrators,16-24 years,2023,169,92.550003,Q4 (highest),1,1,1
3515,Webmasters and web administrators,16-24 years,2024,130,92.550003,Q4 (highest),1,1,1
3515,Webmasters and web administrators,25-29 years,2020,353,92.550003,Q4 (highest),1,0,1
3515,Webmasters and web administrators,25-29 years,2021,322,92.550003,Q4 (highest),1,0,1
3515,Webmasters and web administrators,25-29 years,2022,309,92.550003,Q4 (highest),1,0,1
3515,Webmasters and web administrators,25-29 years,2023,286,92.550003,Q4 (highest),1,0,1
3515,Webmasters and web administrators,25-29 years,2024,250,92.550003,Q4 (highest),1,0,1
3515,Webmasters and web administrators,30-34 years,2020,441,92.550003,Q4 (highest),1,0,0
3515,Webmasters and web administrators,30-34 years,2021,459,92.550003,Q4 (highest),1,0,0
3515,Webmasters and web administrators,30-34 years,2022,495,92.550003,Q4 (highest),1,0,0
3515,Webmasters and web administrators,30-34 years,2023,491,92.550003,Q4 (highest),1,0,0
3515,Webmasters and web administrators,30-34 years,2024,503,92.550003,Q4 (highest),1,0,0
3515,Webmasters and web administrators,35-39 years,2020,326,92.550003,Q4 (highest),1,0,0
3515,Webmasters and web administrators,35-39 years,2021,364,92.550003,Q4 (highest),1,0,0
3515,Webmasters and web administrators,35-39 years,2022,363,92.550003,Q4 (highest),1,0,0
3515,Webmasters and web administrators,35-39 years,2023,394,92.550003,Q4 (highest),1,0,0
3515,Webmasters and web administrators,35-39 years,2024,412,92.550003,Q4 (highest),1,0,0
3515,Webmasters and web administrators,40-44 years,2020,286,92.550003,Q4 (highest),1,0,0
3515,Webmasters and web administrators,40-44 years,2021,309,92.550003,Q4 (highest),1,0,0
3515,Webmasters and web administrators,40-44 years,2022,315,92.550003,Q4 (highest),1,0,0
3515,Webmasters and web administrators,40-44 years,2023,296,92.550003,Q4 (highest),1,0,0
3515,Webmasters and web administrators,40-44 years,2024,295,92.550003,Q4 (highest),1,0,0
3515,Webmasters and web administrators,45-49 years,2020,249,92.550003,Q4 (highest),1,0,0
3515,Webmasters and web administrators,45-49 years,2021,282,92.550003,Q4 (highest),1,0,0
3515,Webmasters and web administrators,45-49 years,2022,285,92.550003,Q4 (highest),1,0,0
3515,Webmasters and web administrators,45-49 years,2023,266,92.550003,Q4 (highest),1,0,0
3515,Webmasters and web administrators,45-49 years,2024,263,92.550003,Q4 (highest),1,0,0
3515,Webmasters and web administrators,50-54 years,2020,190,92.550003,Q4 (highest),1,0,0
3515,Webmasters and web administrators,50-54 years,2021,194,92.550003,Q4 (highest),1,0,0
3515,Webmasters and web administrators,50-54 years,2022,200,92.550003,Q4 (highest),1,0,0
3515,Webmasters and web administrators,50-54 years,2023,212,92.550003,Q4 (highest),1,0,0
3515,Webmasters and web administrators,50-54 years,2024,221,92.550003,Q4 (highest),1,0,0
3515,Webmasters and web administrators,55-59 years,2020,121,92.550003,Q4 (highest),1,0,0
3515,Webmasters and web administrators,55-59 years,2021,143,92.550003,Q4 (highest),1,0,0
3515,Webmasters and web administrators,55-59 years,2022,156,92.550003,Q4 (highest),1,0,0
3515,Webmasters and web administrators,55-59 years,2023,164,92.550003,Q4 (highest),1,0,0
3515,Webmasters and web administrators,55-59 years,2024,183,92.550003,Q4 (highest),1,0,0
3515,Webmasters and web administrators,60-64 years,2020,63,92.550003,Q4 (highest),1,0,0
3515,Webmasters and web administrators,60-64 years,2021,72,92.550003,Q4 (highest),1,0,0
3515,Webmasters and web administrators,60-64 years,2022,81,92.550003,Q4 (highest),1,0,0
3515,Webmasters and web administrators,60-64 years,2023,90,92.550003,Q4 (highest),1,0,0
3515,Webmasters and web administrators,60-64 years,2024,94,92.550003,Q4 (highest),1,0,0
3515,Webmasters and web administrators,65-69 years,2023,19,92.550003,Q4 (highest),1,0,0
3515,Webmasters and web administrators,65-69 years,2024,29,92.550003,Q4 (highest),1,0,0
3521,Broadcasting and audio-visual technicians,16-24 years,2020,86,51.650002,Q3,0,1,1
3521,Broadcasting and audio-visual technicians,16-24 years,2021,116,51.650002,Q3,0,1,1
3521,Broadcasting and audio-visual technicians,16-24 years,2022,111,51.650002,Q3,0,1,1
3521,Broadcasting and audio-visual technicians,16-24 years,2023,140,51.650002,Q3,0,1,1
3521,Broadcasting and audio-visual technicians,16-24 years,2024,198,51.650002,Q3,0,1,1
3521,Broadcasting and audio-visual technicians,25-29 years,2020,387,51.650002,Q3,0,0,1
3521,Broadcasting and audio-visual technicians,25-29 years,2021,414,51.650002,Q3,0,0,1
3521,Broadcasting and audio-visual technicians,25-29 years,2022,415,51.650002,Q3,0,0,1
3521,Broadcasting and audio-visual technicians,25-29 years,2023,327,51.650002,Q3,0,0,1
3521,Broadcasting and audio-visual technicians,25-29 years,2024,383,51.650002,Q3,0,0,1
3521,Broadcasting and audio-visual technicians,30-34 years,2020,428,51.650002,Q3,0,0,0
3521,Broadcasting and audio-visual technicians,30-34 years,2021,468,51.650002,Q3,0,0,0
3521,Broadcasting and audio-visual technicians,30-34 years,2022,456,51.650002,Q3,0,0,0
3521,Broadcasting and audio-visual technicians,30-34 years,2023,469,51.650002,Q3,0,0,0
3521,Broadcasting and audio-visual technicians,30-34 years,2024,451,51.650002,Q3,0,0,0
3521,Broadcasting and audio-visual technicians,35-39 years,2020,302,51.650002,Q3,0,0,0
3521,Broadcasting and audio-visual technicians,35-39 years,2021,326,51.650002,Q3,0,0,0
3521,Broadcasting and audio-visual technicians,35-39 years,2022,334,51.650002,Q3,0,0,0
3521,Broadcasting and audio-visual technicians,35-39 years,2023,337,51.650002,Q3,0,0,0
3521,Broadcasting and audio-visual technicians,35-39 years,2024,409,51.650002,Q3,0,0,0
3521,Broadcasting and audio-visual technicians,40-44 years,2020,249,51.650002,Q3,0,0,0
3521,Broadcasting and audio-visual technicians,40-44 years,2021,297,51.650002,Q3,0,0,0
3521,Broadcasting and audio-visual technicians,40-44 years,2022,285,51.650002,Q3,0,0,0
3521,Broadcasting and audio-visual technicians,40-44 years,2023,240,51.650002,Q3,0,0,0
3521,Broadcasting and audio-visual technicians,40-44 years,2024,273,51.650002,Q3,0,0,0
3521,Broadcasting and audio-visual technicians,45-49 years,2020,178,51.650002,Q3,0,0,0
3521,Broadcasting and audio-visual technicians,45-49 years,2021,217,51.650002,Q3,0,0,0
3521,Broadcasting and audio-visual technicians,45-49 years,2022,239,51.650002,Q3,0,0,0
3521,Broadcasting and audio-visual technicians,45-49 years,2023,214,51.650002,Q3,0,0,0
3521,Broadcasting and audio-visual technicians,45-49 years,2024,250,51.650002,Q3,0,0,0
3521,Broadcasting and audio-visual technicians,50-54 years,2020,132,51.650002,Q3,0,0,0
3521,Broadcasting and audio-visual technicians,50-54 years,2021,140,51.650002,Q3,0,0,0
3521,Broadcasting and audio-visual technicians,50-54 years,2022,157,51.650002,Q3,0,0,0
3521,Broadcasting and audio-visual technicians,50-54 years,2023,165,51.650002,Q3,0,0,0
3521,Broadcasting and audio-visual technicians,50-54 years,2024,216,51.650002,Q3,0,0,0
3521,Broadcasting and audio-visual technicians,55-59 years,2020,87,51.650002,Q3,0,0,0
3521,Broadcasting and audio-visual technicians,55-59 years,2021,113,51.650002,Q3,0,0,0
3521,Broadcasting and audio-visual technicians,55-59 years,2022,114,51.650002,Q3,0,0,0
3521,Broadcasting and audio-visual technicians,55-59 years,2023,110,51.650002,Q3,0,0,0
3521,Broadcasting and audio-visual technicians,55-59 years,2024,113,51.650002,Q3,0,0,0
3521,Broadcasting and audio-visual technicians,60-64 years,2020,54,51.650002,Q3,0,0,0
3521,Broadcasting and audio-visual technicians,60-64 years,2021,56,51.650002,Q3,0,0,0
3521,Broadcasting and audio-visual technicians,60-64 years,2022,56,51.650002,Q3,0,0,0
3521,Broadcasting and audio-visual technicians,60-64 years,2023,66,51.650002,Q3,0,0,0
3521,Broadcasting and audio-visual technicians,60-64 years,2024,82,51.650002,Q3,0,0,0
3521,Broadcasting and audio-visual technicians,65-69 years,2023,24,51.650002,Q3,0,0,0
3521,Broadcasting and audio-visual technicians,65-69 years,2024,28,51.650002,Q3,0,0,0
3522,"Light, sound and stage technicians",16-24 years,2020,94,47.639999,Q2,0,1,1
3522,"Light, sound and stage technicians",16-24 years,2021,102,47.639999,Q2,0,1,1
3522,"Light, sound and stage technicians",16-24 years,2022,180,47.639999,Q2,0,1,1
3522,"Light, sound and stage technicians",16-24 years,2023,389,47.639999,Q2,0,1,1
3522,"Light, sound and stage technicians",16-24 years,2024,327,47.639999,Q2,0,1,1
3522,"Light, sound and stage technicians",25-29 years,2020,285,47.639999,Q2,0,0,1
3522,"Light, sound and stage technicians",25-29 years,2021,267,47.639999,Q2,0,0,1
3522,"Light, sound and stage technicians",25-29 years,2022,272,47.639999,Q2,0,0,1
3522,"Light, sound and stage technicians",25-29 years,2023,324,47.639999,Q2,0,0,1
3522,"Light, sound and stage technicians",25-29 years,2024,285,47.639999,Q2,0,0,1
3522,"Light, sound and stage technicians",30-34 years,2020,367,47.639999,Q2,0,0,0
3522,"Light, sound and stage technicians",30-34 years,2021,403,47.639999,Q2,0,0,0
3522,"Light, sound and stage technicians",30-34 years,2022,438,47.639999,Q2,0,0,0
3522,"Light, sound and stage technicians",30-34 years,2023,490,47.639999,Q2,0,0,0
3522,"Light, sound and stage technicians",30-34 years,2024,462,47.639999,Q2,0,0,0
3522,"Light, sound and stage technicians",35-39 years,2020,356,47.639999,Q2,0,0,0
3522,"Light, sound and stage technicians",35-39 years,2021,381,47.639999,Q2,0,0,0
3522,"Light, sound and stage technicians",35-39 years,2022,405,47.639999,Q2,0,0,0
3522,"Light, sound and stage technicians",35-39 years,2023,411,47.639999,Q2,0,0,0
3522,"Light, sound and stage technicians",35-39 years,2024,479,47.639999,Q2,0,0,0
3522,"Light, sound and stage technicians",40-44 years,2020,302,47.639999,Q2,0,0,0
3522,"Light, sound and stage technicians",40-44 years,2021,335,47.639999,Q2,0,0,0
3522,"Light, sound and stage technicians",40-44 years,2022,382,47.639999,Q2,0,0,0
3522,"Light, sound and stage technicians",40-44 years,2023,436,47.639999,Q2,0,0,0
3522,"Light, sound and stage technicians",40-44 years,2024,439,47.639999,Q2,0,0,0
3522,"Light, sound and stage technicians",45-49 years,2020,315,47.639999,Q2,0,0,0
3522,"Light, sound and stage technicians",45-49 years,2021,296,47.639999,Q2,0,0,0
3522,"Light, sound and stage technicians",45-49 years,2022,295,47.639999,Q2,0,0,0
3522,"Light, sound and stage technicians",45-49 years,2023,300,47.639999,Q2,0,0,0
3522,"Light, sound and stage technicians",45-49 years,2024,337,47.639999,Q2,0,0,0
3522,"Light, sound and stage technicians",50-54 years,2020,253,47.639999,Q2,0,0,0
3522,"Light, sound and stage technicians",50-54 years,2021,264,47.639999,Q2,0,0,0
3522,"Light, sound and stage technicians",50-54 years,2022,295,47.639999,Q2,0,0,0
3522,"Light, sound and stage technicians",50-54 years,2023,330,47.639999,Q2,0,0,0
3522,"Light, sound and stage technicians",50-54 years,2024,337,47.639999,Q2,0,0,0
3522,"Light, sound and stage technicians",55-59 years,2020,238,47.639999,Q2,0,0,0
3522,"Light, sound and stage technicians",55-59 years,2021,249,47.639999,Q2,0,0,0
3522,"Light, sound and stage technicians",55-59 years,2022,261,47.639999,Q2,0,0,0
3522,"Light, sound and stage technicians",55-59 years,2023,283,47.639999,Q2,0,0,0
3522,"Light, sound and stage technicians",55-59 years,2024,285,47.639999,Q2,0,0,0
3522,"Light, sound and stage technicians",60-64 years,2020,160,47.639999,Q2,0,0,0
3522,"Light, sound and stage technicians",60-64 years,2021,171,47.639999,Q2,0,0,0
3522,"Light, sound and stage technicians",60-64 years,2022,182,47.639999,Q2,0,0,0
3522,"Light, sound and stage technicians",60-64 years,2023,221,47.639999,Q2,0,0,0
3522,"Light, sound and stage technicians",60-64 years,2024,228,47.639999,Q2,0,0,0
3522,"Light, sound and stage technicians",65-69 years,2023,90,47.639999,Q2,0,0,0
3522,"Light, sound and stage technicians",65-69 years,2024,111,47.639999,Q2,0,0,0
4111,Economic assistants,16-24 years,2020,1596,92.32,Q4 (highest),1,1,1
4111,Economic assistants,16-24 years,2021,1500,92.32,Q4 (highest),1,1,1
4111,Economic assistants,16-24 years,2022,1663,92.32,Q4 (highest),1,1,1
4111,Economic assistants,16-24 years,2023,2613,92.32,Q4 (highest),1,1,1
4111,Economic assistants,16-24 years,2024,2466,92.32,Q4 (highest),1,1,1
4111,Economic assistants,25-29 years,2020,3878,92.32,Q4 (highest),1,0,1
4111,Economic assistants,25-29 years,2021,3502,92.32,Q4 (highest),1,0,1
4111,Economic assistants,25-29 years,2022,3322,92.32,Q4 (highest),1,0,1
4111,Economic assistants,25-29 years,2023,3433,92.32,Q4 (highest),1,0,1
4111,Economic assistants,25-29 years,2024,3280,92.32,Q4 (highest),1,0,1
4111,Economic assistants,30-34 years,2020,4117,92.32,Q4 (highest),1,0,0
4111,Economic assistants,30-34 years,2021,4159,92.32,Q4 (highest),1,0,0
4111,Economic assistants,30-34 years,2022,4172,92.32,Q4 (highest),1,0,0
4111,Economic assistants,30-34 years,2023,4375,92.32,Q4 (highest),1,0,0
4111,Economic assistants,30-34 years,2024,4155,92.32,Q4 (highest),1,0,0
4111,Economic assistants,35-39 years,2020,3729,92.32,Q4 (highest),1,0,0
4111,Economic assistants,35-39 years,2021,3743,92.32,Q4 (highest),1,0,0
4111,Economic assistants,35-39 years,2022,3862,92.32,Q4 (highest),1,0,0
4111,Economic assistants,35-39 years,2023,4174,92.32,Q4 (highest),1,0,0
4111,Economic assistants,35-39 years,2024,4008,92.32,Q4 (highest),1,0,0
4111,Economic assistants,40-44 years,2020,3906,92.32,Q4 (highest),1,0,0
4111,Economic assistants,40-44 years,2021,3847,92.32,Q4 (highest),1,0,0
4111,Economic assistants,40-44 years,2022,3770,92.32,Q4 (highest),1,0,0
4111,Economic assistants,40-44 years,2023,3916,92.32,Q4 (highest),1,0,0
4111,Economic assistants,40-44 years,2024,3702,92.32,Q4 (highest),1,0,0
4111,Economic assistants,45-49 years,2020,4920,92.32,Q4 (highest),1,0,0
4111,Economic assistants,45-49 years,2021,4591,92.32,Q4 (highest),1,0,0
4111,Economic assistants,45-49 years,2022,4319,92.32,Q4 (highest),1,0,0
4111,Economic assistants,45-49 years,2023,4211,92.32,Q4 (highest),1,0,0
4111,Economic assistants,45-49 years,2024,3891,92.32,Q4 (highest),1,0,0
4111,Economic assistants,50-54 years,2020,5654,92.32,Q4 (highest),1,0,0
4111,Economic assistants,50-54 years,2021,5486,92.32,Q4 (highest),1,0,0
4111,Economic assistants,50-54 years,2022,5253,92.32,Q4 (highest),1,0,0
4111,Economic assistants,50-54 years,2023,5243,92.32,Q4 (highest),1,0,0
4111,Economic assistants,50-54 years,2024,4788,92.32,Q4 (highest),1,0,0
4111,Economic assistants,55-59 years,2020,5349,92.32,Q4 (highest),1,0,0
4111,Economic assistants,55-59 years,2021,5560,92.32,Q4 (highest),1,0,0
4111,Economic assistants,55-59 years,2022,5733,92.32,Q4 (highest),1,0,0
4111,Economic assistants,55-59 years,2023,5973,92.32,Q4 (highest),1,0,0
4111,Economic assistants,55-59 years,2024,5563,92.32,Q4 (highest),1,0,0
4111,Economic assistants,60-64 years,2020,4104,92.32,Q4 (highest),1,0,0
4111,Economic assistants,60-64 years,2021,4070,92.32,Q4 (highest),1,0,0
4111,Economic assistants,60-64 years,2022,4121,92.32,Q4 (highest),1,0,0
4111,Economic assistants,60-64 years,2023,4532,92.32,Q4 (highest),1,0,0
4111,Economic assistants,60-64 years,2024,4632,92.32,Q4 (highest),1,0,0
4111,Economic assistants,65-69 years,2023,1786,92.32,Q4 (highest),1,0,0
4111,Economic assistants,65-69 years,2024,1809,92.32,Q4 (highest),1,0,0
4112,Payroll and personnel clerks,16-24 years,2020,344,96.339996,Q4 (highest),1,1,1
4112,Payroll and personnel clerks,16-24 years,2021,306,96.339996,Q4 (highest),1,1,1
4112,Payroll and personnel clerks,16-24 years,2022,438,96.339996,Q4 (highest),1,1,1
4112,Payroll and personnel clerks,16-24 years,2023,575,96.339996,Q4 (highest),1,1,1
4112,Payroll and personnel clerks,16-24 years,2024,487,96.339996,Q4 (highest),1,1,1
4112,Payroll and personnel clerks,25-29 years,2020,1274,96.339996,Q4 (highest),1,0,1
4112,Payroll and personnel clerks,25-29 years,2021,1260,96.339996,Q4 (highest),1,0,1
4112,Payroll and personnel clerks,25-29 years,2022,1383,96.339996,Q4 (highest),1,0,1
4112,Payroll and personnel clerks,25-29 years,2023,1474,96.339996,Q4 (highest),1,0,1
4112,Payroll and personnel clerks,25-29 years,2024,1384,96.339996,Q4 (highest),1,0,1
4112,Payroll and personnel clerks,30-34 years,2020,1789,96.339996,Q4 (highest),1,0,0
4112,Payroll and personnel clerks,30-34 years,2021,1862,96.339996,Q4 (highest),1,0,0
4112,Payroll and personnel clerks,30-34 years,2022,2021,96.339996,Q4 (highest),1,0,0
4112,Payroll and personnel clerks,30-34 years,2023,2074,96.339996,Q4 (highest),1,0,0
4112,Payroll and personnel clerks,30-34 years,2024,2013,96.339996,Q4 (highest),1,0,0
4112,Payroll and personnel clerks,35-39 years,2020,1590,96.339996,Q4 (highest),1,0,0
4112,Payroll and personnel clerks,35-39 years,2021,1730,96.339996,Q4 (highest),1,0,0
4112,Payroll and personnel clerks,35-39 years,2022,1920,96.339996,Q4 (highest),1,0,0
4112,Payroll and personnel clerks,35-39 years,2023,2103,96.339996,Q4 (highest),1,0,0
4112,Payroll and personnel clerks,35-39 years,2024,2179,96.339996,Q4 (highest),1,0,0
4112,Payroll and personnel clerks,40-44 years,2020,1543,96.339996,Q4 (highest),1,0,0
4112,Payroll and personnel clerks,40-44 years,2021,1579,96.339996,Q4 (highest),1,0,0
4112,Payroll and personnel clerks,40-44 years,2022,1678,96.339996,Q4 (highest),1,0,0
4112,Payroll and personnel clerks,40-44 years,2023,1742,96.339996,Q4 (highest),1,0,0
4112,Payroll and personnel clerks,40-44 years,2024,1792,96.339996,Q4 (highest),1,0,0
4112,Payroll and personnel clerks,45-49 years,2020,1783,96.339996,Q4 (highest),1,0,0
4112,Payroll and personnel clerks,45-49 years,2021,1765,96.339996,Q4 (highest),1,0,0
4112,Payroll and personnel clerks,45-49 years,2022,1732,96.339996,Q4 (highest),1,0,0
4112,Payroll and personnel clerks,45-49 years,2023,1745,96.339996,Q4 (highest),1,0,0
